traditional chinese food,0.0000027211,0.0002371876,0.5756667146
at the wynn,0.0000027162,0.0002367621,0.2426232769
san gabriel valley,0.0000027135,0.0002365227,0.9089174667
food arrived quickly,0.0000027047,0.0002357528,0.8362694865
rice noodle soup,0.0000027007,0.0002354090,0.6784782617
ny chinese food,0.0000026937,0.0002347922,0.7733719407
feel like cooking,0.0000026881,0.0002343047,0.5402364367
in the world,0.0000026836,0.0002339182,0.1926232769
place an order,0.0000026819,0.0002337688,0.3992598297
chicken chow fun,0.0000026817,0.0002337498,0.5988410735
service was pretty,0.0000026808,0.0002336749,0.3169318742
house chow mein,0.0000026768,0.0002333236,0.6329107389
pork chow mein,0.0000026725,0.0002329497,0.5371122280
north las vegas,0.0000026704,0.0002327660,0.8944808741
waste your money,0.0000026409,0.0002301935,0.6634464298
off the strip,0.0000026397,0.0002300858,0.2526232769
service was fast,0.0000026333,0.0002295278,0.2405555556
bbq pork slices,0.0000026261,0.0002289030,0.8119716765
chicken chow mien,0.0000026171,0.0002281240,0.8092084792
read the reviews,0.0000026152,0.0002279498,0.4379866095
place was packed,0.0000026121,0.0002276841,0.3499808794
over the top,0.0000025927,0.0002259940,0.2423601190
lots of veggies,0.0000025911,0.0002258547,0.3857431001
bbq pork buns,0.0000025428,0.0002216418,0.6387995136
friendly and helpful,0.0000025408,0.0002214658,0.4085068934
veggie chow mein,0.0000025281,0.0002203601,0.6774456115
served piping hot,0.0000025270,0.0002202690,0.6771657118
restaurant is clean,0.0000025236,0.0002199735,0.3497881356
basic chinese food,0.0000024977,0.0002177137,0.7722809093
family run business,0.0000024921,0.0002172241,0.6260670266
delivery chinese food,0.0000024884,0.0002169053,0.8335309093
fried pork chops,0.0000024875,0.0002168267,0.8332290087
ready in minutes,0.0000024780,0.0002159907,0.3984078127
worth the trip,0.0000024753,0.0002157624,0.3979866095
dan dan noodle,0.0000024750,0.0002157301,0.7105842453
steamed pork buns,0.0000024679,0.0002151160,0.7630662349
chinese comfort food,0.0000024676,0.0002150904,0.7629753538
loved this place,0.0000024660,0.0002149530,0.3540121882
standard chinese food,0.0000024650,0.0002148635,0.9007469407
chicken with vegetables,0.0000024550,0.0002139937,0.4290479653
seafood hot pot,0.0000024438,0.0002130097,0.5457072034
ended up eating,0.0000024381,0.0002125189,0.3629665690
number of times,0.0000024364,0.0002123679,0.4896566798
chicken lettuce wrap,0.0000024332,0.0002120911,0.7523361345
taking our order,0.0000024330,0.0002120765,0.6112309865
food is consistently,0.0000023932,0.0002086027,0.3699808794
wanted chinese food,0.0000023916,0.0002084660,0.8739274963
lunch special prices,0.0000023866,0.0002080264,0.8720842979
beef was tender,0.0000023850,0.0002078908,0.3305750471
chow mien noodles,0.0000023758,0.0002070836,0.5968408387
ping pang pong,0.0000023755,0.0002070569,0.8680203439
glass of water,0.0000023746,0.0002069825,0.4545137581
restaurant that serves,0.0000023691,0.0002065070,0.5951789577
traditional chinese dishes,0.0000023471,0.0002045830,0.7257030444
average chinese restaurant,0.0000023458,0.0002044729,0.6735046330
makes me feel,0.0000023455,0.0002044464,0.4285383260
chicken pad thai,0.0000023389,0.0002038708,0.6267532530
local chinese restaurant,0.0000023122,0.0002015403,0.6638449190
salt pepper pork,0.0000023108,0.0002014223,0.6192259950
hard time finding,0.0000023097,0.0002013220,0.6189174667
honey garlic chicken,0.0000023014,0.0002006002,0.6607483076
pieces of meat,0.0000022977,0.0002002783,0.3694253238
wasabi mashed potatoes,0.0000022913,0.0001997212,0.8372676112
places in vegas,0.0000022841,0.0001990927,0.4590479653
salt pepper calamari,0.0000022833,0.0001990281,0.8343618303
love the fact,0.0000022801,0.0001987463,0.4582493542
all in all,0.0000022689,0.0001977707,0.0400000000
a bit bland,0.0000022635,0.0001972972,0.2394253238
service is slow,0.0000022623,0.0001971951,0.4133389035
red chili peppers,0.0000022621,0.0001971764,0.6994303235
vegetable spring rolls,0.0000022411,0.0001953459,0.6434415014
yum yum yum,0.0000022393,0.0001951927,0.6923935303
green valley ranch,0.0000022386,0.0001951241,0.8179956117
service was slow,0.0000022331,0.0001946444,0.3452242754
mini hot pot,0.0000022199,0.0001934993,0.5248839200
prices are cheap,0.0000022182,0.0001933456,0.4692598297
solid chinese food,0.0000022174,0.0001932803,0.8912926615
cage free chicken,0.0000022136,0.0001929480,0.6844311918
moo shoo pork,0.0000022076,0.0001924247,0.6338195940
tasting chinese food,0.0000022011,0.0001918629,0.8847565120
chinese american food,0.0000021911,0.0001909896,0.4892940730
veggies were fresh,0.0000021825,0.0001902347,0.5848322721
fresh and hot,0.0000021733,0.0001894367,0.2569318742
ordered mongolian beef,0.0000021697,0.0001891205,0.4845056115
chicken egg rolls,0.0000021663,0.0001888249,0.8707469407
love their food,0.0000021641,0.0001886306,0.3479403853
dim sum platter,0.0000021543,0.0001877764,0.6185087296
place was clean,0.0000021488,0.0001873010,0.2272946860
prices are pretty,0.0000021466,0.0001871049,0.5392598297
gourmet chinese food,0.0000021431,0.0001868027,0.7831110712
salt pepper squid,0.0000021321,0.0001858445,0.7141696025
food was ready,0.0000021251,0.0001852327,0.2669318742
their lunch special,0.0000021178,0.0001845961,0.2240121882
veggie egg rolls,0.0000021082,0.0001837589,0.7061548809
china a gogo,0.0000020873,0.0001819374,0.4661033369
paper wrapped chicken,0.0000020706,0.0001804881,0.7566389454
eaten chinese food,0.0000020682,0.0001802706,0.9236666267
green bell peppers,0.0000020652,0.0001800118,0.7546422853
chicken corn soup,0.0000020634,0.0001798540,0.7539806364
cup of tea,0.0000020543,0.0001790601,0.4345881866
service was horrible,0.0000020524,0.0001788941,0.3299808794
standard chinese fare,0.0000020516,0.0001788246,0.7496652829
sausage fried rice,0.0000020130,0.0001754621,0.7355692078
choice of soup,0.0000020078,0.0001750080,0.4483509436
red pepper flakes,0.0000020039,0.0001746743,0.8054932446
hot chili sauce,0.0000019860,0.0001731087,0.7257030444
general tsos chicken,0.0000019850,0.0001730224,0.7253411788
authentic hong kong,0.0000019828,0.0001728280,0.5692705916
couple of years,0.0000019785,0.0001724600,0.5680585460
fast food place,0.0000019734,0.0001720127,0.4665996286
writing this review,0.0000019645,0.0001712388,0.5640361462
horrible customer service,0.0000019569,0.0001705708,0.5243801408
beijing noodle no,0.0000019559,0.0001704904,0.2183886982
decided to eat,0.0000019541,0.0001703335,0.3141903853
authentic chinese restaurants,0.0000019388,0.0001689999,0.7084782617
ny style chinese,0.0000019359,0.0001687453,0.7074110087
past few years,0.0000019357,0.0001687289,0.6483970865
enjoyed my meal,0.0000019185,0.0001672303,0.5141105747
price is reasonable,0.0000018967,0.0001653245,0.3049509984
place in phoenix,0.0000018851,0.0001643118,0.4209485501
hong kong cafe,0.0000018797,0.0001638474,0.5812044835
write this review,0.0000018769,0.0001635983,0.3143405354
enjoyed our meal,0.0000018719,0.0001631675,0.5787928935
fast and friendly,0.0000018609,0.0001622067,0.2200000000
menu is huge,0.0000018578,0.0001619325,0.3394253238
ordered the wrong,0.0000018521,0.0001614395,0.4652888279
down the road,0.0000018475,0.0001610393,0.2320677214
duck fried rice,0.0000018454,0.0001608532,0.4945056115
house chow fun,0.0000018370,0.0001601199,0.5274120720
favorite chinese place,0.0000018228,0.0001588857,0.7326854103
love this restaurant,0.0000018077,0.0001575656,0.3459989602
beef pepper steak,0.0000018056,0.0001573852,0.5582816372
service was prompt,0.0000017892,0.0001559561,0.2996566798
employees are friendly,0.0000017807,0.0001552167,0.5505893007
fresh and delicious,0.0000017563,0.0001530837,0.1568733318
what the heck,0.0000017559,0.0001530532,0.2520677214
ordered the house,0.0000017488,0.0001524353,0.4686267127
pretty darn good,0.0000017462,0.0001522050,0.1595177305
great dining experience,0.0000017424,0.0001518736,0.6366818546
craving some chinese,0.0000017164,0.0001496127,0.6272035755
fast food joint,0.0000017069,0.0001487835,0.5277693168
late night specials,0.0000016952,0.0001477637,0.4542651392
order for delivery,0.0000016789,0.0001463387,0.3067391304
fresh and tasty,0.0000016782,0.0001462799,0.1568733318
fried won ton,0.0000016593,0.0001446372,0.4764142427
wanted to order,0.0000016561,0.0001443541,0.1901927438
portions are smaller,0.0000016532,0.0001440983,0.5111500484
lacking in flavor,0.0000016514,0.0001439403,0.5105893007
portions were big,0.0000016489,0.0001437268,0.5098322469
asked the waitress,0.0000016448,0.0001433661,0.3479569565
eat here again,0.0000016436,0.0001432620,0.0734042553
sense of humor,0.0000016327,0.0001423180,0.5469042725
expect to pay,0.0000016288,0.0001419780,0.3445881866
lived in china,0.0000016232,0.0001414903,0.4077927984
house of yang,0.0000016179,0.0001410243,0.4645137581
portions were generous,0.0000016156,0.0001408206,0.5411500484
soft shell crab,0.0000016153,0.0001407987,0.6492792127
hot chili oil,0.0000016097,0.0001403112,0.4313540674
wong jo chicken,0.0000016095,0.0001402918,0.5881288050
pork noodle soup,0.0000016050,0.0001398958,0.7167949197
answered the phone,0.0000016044,0.0001398495,0.3582790072
place several times,0.0000015868,0.0001383128,0.5798322469
boiled won tons,0.0000015850,0.0001381587,0.5791862480
pot of tea,0.0000015798,0.0001377067,0.3342213605
brought the food,0.0000015659,0.0001364948,0.4495943834
ingredients are fresh,0.0000015657,0.0001364756,0.4841105747
craving for chinese,0.0000015646,0.0001363803,0.4192693110
northern chinese food,0.0000015631,0.0001362466,0.5711705694
plenty of parking,0.0000015626,0.0001362068,0.3305811629
my husband loves,0.0000015583,0.0001358270,0.2847056814
hot and spicy,0.0000015543,0.0001354798,0.1601927438
chicken noodle soup,0.0000015520,0.0001352781,0.3119107397
shrimp chow mein,0.0000015386,0.0001341158,0.2945056115
food was hot,0.0000015273,0.0001331242,0.1805555556
chicken corn chowder,0.0000015218,0.0001326463,0.6116849993
hard to beat,0.0000015176,0.0001322834,0.3210587749
inside the venetian,0.0000015161,0.0001321471,0.3385461794
live close by,0.0000015029,0.0001309997,0.3356067838
fried wonton strips,0.0000014968,0.0001304654,0.5469344985
loves this place,0.0000014937,0.0001301986,0.3159989602
a bit salty,0.0000014868,0.0001295962,0.2390479653
