wrote,38
solo,15
sole,12
sweet,2182
village,32
flight,27
demand,12
standout,19
noticeable,25
chestnuts,65
shirt,13
higher,139
wang's,18
aways,11
self,55
cuisines,32
questions,107
hsin,17
skeptical,63
separately,34
sauced,36
sauces,323
refused,54
plaza,96
range,121
complimentary,131
warmed,14
impressed,434
long,1136
fulfilling,10
hasn't,48
disappoints,26
peach,13
peace,10
meaning,40
gloopy,12
allowing,10
posters,10
happier,18
impatient,14
buffalo,13
gang,25
loyalty,11
include,162
friendliness,18
disclaimer,10
you'd,128
ummm,17
foodies,20
chose,184
degree,20
explore,23
larger,110
leaving,120
suggests,10
app,68
frog,33
thirsty,10
takeaway,59
mojito,24
superior,36
cotta,11
holiday,24
crowds,15
edit,20
our,4791
out,6844
chaos,13
hut,10
waterloo,17
g,46
hence,28
doesn't,572
priority,12
encore,22
kimchee,14
who,1445
why,845
pipa,10
agreed,75
fear,19
local,357
cube,15
skimp,40
food's,18
bought,78
ability,17
opening,100
joy,33
job,172
joe,12
april,21
nigiri,12
decent,1233
stunning,27
ringing,19
thus,56
perhaps,180
waitresses,87
largest,11
difficult,125
disagree,24
should've,31
hosts,12
wonders,11
ripped,33
pasta,35
paste,86
chowmein,21
rare,68
carried,17
individually,10
weather,46
promise,28
volume,26
cake,203
incredible,135
incredibly,138
conclusion,30
kinds,70
shredded,114
kinda,246
kungpao,11
kalbi,13
yellow,92
deli,18
regional,19
specialties,24
eh,64
reliable,40
error,23
jasmine,166
substance,13
lychee,58
i'd,844
i'm,2986
explained,68
spoke,92
relax,25
successful,18
hurt,27
foodie,35
organized,19
dragons,10
complaining,47
damage,13
machine,55
effective,11
keeps,58
wing,42
wine,206
vary,19
hidden,151
silver,37
bowls,122
assured,18
necessarily,30
heading,41
tso's,401
wash,38
listed,81
legs,50
listen,39
predictable,14
defiantly,19
letter,10
episode,10
bomb,101
penang,12
menu,3736
theme,31
ever,1733
blew,21
mandatory,10
disaster,30
fair,254
imho,13
fail,40
bleh,19
best,3586
score,42
dente,33
canyon,20
life,218
chile,41
child,35
chili,545
chill,19
trusted,11
fairly,244
tops,35
opinions,13
possible,121
possibly,111
unique,167
steps,17
people,1990
for,22031
umm,16
foo,327
dollars,189
happy,946
mighty,12
proved,13
exist,29
posting,12
accomodating,21
anna's,14
republic,24
addictive,23
veg,72
teas,40
subway,30
team,44
cleanliness,72
current,38
wherever,11
love,2707
bloody,12
positive,134
wondering,55
afford,30
apparent,21
believer,10
katsu,21
winter,44
grossed,20
spot,715
date,157
filthy,35
unacceptable,20
kong,485
lackluster,23
cleanest,18
decades,11
noddle,16
matches,15
arriving,19
matched,15
hakkasan,66
container,198
rounding,10
contained,42
million,31
vote,10
indicate,10
future,125
college,55
tasted,1266
nicer,57
tastes,443
tastey,10
take,2961
microwaved,25
madison,241
definite,37
dives,11
supermarket,33
loudly,12
vacation,43
breath,20
combined,34
thousand,19
undercooked,68
char,65
resturant,42
quiet,152
broc,17
breakdown,10
cheers,20
costs,78
barbecued,13
weekly,47
joyful,32
clam,18
clay,97
ace,33
industry,16
act,38
parties,69
buying,27
they're,460
agree,181
gone,356
ac,15
ad,23
ah,23
am,1870
al,39
an,3750
as,7996
at,8465
az,185
herbs,24
original,93
content,31
dressing,81
casa,29
accompanying,19
situated,20
section,103
contrast,17
vomiting,11
hours,309
pics,32
pick,596
action,22
keeping,47
beautiful,191
stated,84
accept,39
states,47
sense,83
gallon,10
information,18
waitstaff,44
mexican,57
pang,28
skipped,17
wasabi,34
stewed,21
always,3309
experiencing,13
disorganized,11
status,11
silky,15
missed,73
misses,15
highway,12
imagine,115
bumped,14
w,395
slipped,15
number,235
heads,18
relationship,14
omelette,10
immediate,21
grace,33
determined,13
remembers,35
play,56
plan,103
cover,66
reheat,12
crispiness,19
failed,46
they'd,44
preparing,31
breading,121
set,223
see,1250
sea,150
nope,46
whole,595
drunk,55
community,34
hitting,20
firm,39
fire,67
what's,99
fung,12
sesame,655
funny,146
decor,787
money's,17
walmart,17
cucumber,87
recent,115
canned,54
location,854
sight,39
be,7472
bf,166
bc,25
bo,34
by,3027
anything,927
primarily,16
next,1519
specifically,63
relaxed,41
ling,26
line,366
meals,497
walked,443
hella,11
hello,51
code,15
results,13
baby,170
send,78
buddha,97
dislike,25
sent,71
garden,195
led,28
lee,59
leg,21
let,605
residents,15
standing,70
doubt,94
blvd,12
animal,27
blocks,30
prawns,170
allow,41
delightful,70
wander,12
surely,14
david,13
blown,56
owned,175
owner,612
blows,22
ying,15
steel,11
colleagues,16
steep,36
steer,19
clearly,146
soak,23
soap,14
sorta,11
you'll,364
costco,20
bourbon,26
hope,282
lomein,35
figured,138
co,148
ca,32
ball,52
pho,107
phx,43
dust,13
discounted,10
moments,18
generous,406
appeared,78
teriyaki,287
crisp,216
onion,259
replacement,21
thier,15
avoid,178
sister,82
angeles,33
seeds,43
naturally,20
delivery,1762
construction,13
delivers,74
count,44
smooth,29
recognize,29
variety,336
sunshine,11
all,6648
oldest,12
established,10
above,275
textures,23
textured,10
celebration,12
employees,192
smoke,40
aka,19
glance,21
authentically,10
shame,75
in,22774
indifferent,18
ordinary,53
chilled,13
greet,44
green,733
zen,12
saigon,36
somewhere,200
then,1975
them,2927
they,13537
list,241
smith's,10
forty,10
forth,19
people's,11
chopped,76
plentiful,96
luncheon,24
solely,26
manner,44
brief,18
subtle,36
do,2412
de,41
da,23
dr,16
lemonade,24
depends,22
gentleman,52
props,14
packaged,43
packages,11
cor,34
cow,22
cod,73
requests,44
com,129
buffett,12
buffets,115
dozens,12
families,62
abrupt,10
voice,19
dumped,22
confirmed,24
plated,10
plates,365
rail,35
evil,11
kept,285
udon,65
the,98874
adding,62
hills,27
spread,23
portuguese,10
purple,17
phenomenal,57
comments,33
diner,72
theirs,57
dined,125
delighted,17
balanced,44
fight,20
accordingly,15
hotter,15
handmade,52
interested,52
jong,14
polite,183
cheated,14
together,207
reception,14
known,132
supposedly,14
zone,25
flash,18
p,192
bold,25
satisfy,71
supporting,20
explosion,12
changs,155
apache,26
rubbery,68
appears,48
change,287
rarely,89
unimpressed,18
live,563
entrance,57
labeled,18
meant,78
dedicated,10
near,372
means,227
remember,416
indeed,76
cold,560
birds,10
cola,15
acknowledge,20
window,137
sweetened,22
half,742
hall,15
wont,62
wong,64
entirely,44
eggdrop,12
em,16
en,24
significantly,19
ed,38
goose,12
ex,11
okay,673
es,11
shown,16
opened,321
space,115
receiving,22
shows,61
quart,19
promotion,10
impossible,37
'em,19
size,507
sheer,21
weekdays,17
friend,804
fruits,23
fruity,11
lunches,62
angel,12
breakfast,133
ratio,60
texture,313
developed,10
isnt,31
husband,749
concern,21
herbal,19
article,10
comes,807
sticks,72
countless,10
heng,30
coworkers,59
finish,216
fruit,144
tradition,29
generally,124
restrooms,31
touch,138
speed,40
treatment,18
struck,18
real,689
read,327
haven't,387
politely,30
lady,485
pounds,21
hectic,10
central,39
choi,24
chop,447
greatly,18
chow,1526
choy,142
heated,34
prepare,89
trying,571
hire,10
describe,76
moved,303
evenings,17
wondered,21
stringy,30
pointing,12
durango,11
referring,11
very,8098
me,5577
minded,10
apologized,36
answers,22
strong,112
colored,27
ahead,166
disgusting,172
chunky,12
chunks,237
stirfry,12
broke,34
hurry,72
pushed,28
lacks,41
chops,161
fu,93
fo,10
fool,53
food,20634
desperately,15
fully,47
isn't,754
referred,20
since,1811
bass,113
asu,24
dirt,42
pub,20
put,692
xiang,22
brisket,55
comfy,27
kindly,21
deciding,26
juicy,146
juice,85
substantial,20
flaming,19
towards,65
quote,12
eater,56
eaten,620
blend,36
booze,14
pretty,3090
meanwhile,12
famous,48
during,473
feed,132
descriptions,18
patties,26
horrid,14
wow,334
wor,126
woo,50
won,553
wok,503
buzz,15
liked,659
likes,89
described,51
crack,19
overlooked,16
anymore,146
shan,22
shao,13
used,1032
dime,17
uses,31
hotpot,80
helping,64
minced,85
trendy,40
gratuity,42
run,400
seeing,141
rolls,1584
adults,32
sharing,73
shanghainese,18
saloon,12
required,23
she'd,25
depth,23
she's,58
diamond's,13
requires,14
gf,65
go,5278
aria,30
asparagus,47
soup,5349
rotten,21
experiment,10
focused,15
products,22
claim,30
reflects,14
donut,18
drops,16
hesitate,16
friendlier,13
vibe,53
located,367
entree,578
pine,21
sunday,214
chunk,19
lukewarm,49
one's,12
drowning,20
route,13
keep,505
keen,12
yong,21
overwhelming,46
herself,34
updating,15
beg,11
bed,85
providing,13
bet,66
lightly,103
carrots,179
instance,11
sprinkled,23
affair,15
anyway,323
parked,16
shu,278
she,1988
horribly,11
written,73
correctly,50
horrible,458
neither,104
attention,155
jersey,11
competent,12
addition,134
mail,37
brunch,86
encountered,25
owns,28
i,49767
accurate,40
cancelled,13
warrant,17
kick,180
advertising,14
sizes,139
candy,27
sized,199
liking,69
recognized,21
recognizes,11
mushrooms,324
noticed,307
hr,13
hk,186
hh,11
hi,26
ho,51
ha,36
he,2066
twist,31
remodeled,13
frozen,198
uncooked,18
clothes,13
ayce,28
nee,60
new,1623
never,2378
cardboard,20
county,21
drowned,16
counts,13
recommend,1231
type,375
tell,608
worth,1052
fresher,33
give,1966
soaking,17
indulge,10
luck,79
surprise,243
grease,124
greasy,708
ish,54
loud,112
hook,25
hood,21
girls,70
matter,188
peppercorns,25
digress,20
points,68
folded,10
stop,472
there's,436
sorts,28
picking,71
caesar's,51
proceeded,35
quantities,10
exception,66
tank,76
tang,24
neat,29
is,26412
it,26673
im,144
il,11
id,38
if,6601
bottles,24
bottled,22
practices,12
identify,15
opt,21
admittedly,14
www,68
flounder,41
yorker,17
burn,37
yelling,45
nerve,13
formerly,10
fork,64
form,49
tucson,14
classic,93
sticky,123
fashioned,14
shit,68
shiu,15
felt,470
diet,60
fell,61
died,12
assume,50
skip,111
skin,173
yummy,687
answered,78
marks,21
string,130
staples,30
accidentally,17
dimsum,47
genuinely,28
insides,16
thru,98
effort,67
wallet,50
growing,58
crazy,189
pink,55
ping,17
till,80
pure,34
tile,10
pint,18
gelatin,11
designed,19
guys,158
grow,10
maybe,905
tapas,15
fluent,18
gesture,11
cute,105
pointed,35
cuts,50
smoothie,38
woo's,44
texas,11
killer,32
sooner,24
killed,16
earlier,79
hefty,19
walnuts,47
language,113
exotic,51
question,64
carry,143
gotta,104
venture,51
were,9752
gigantic,35
coconut,103
skinned,11
pain,17
paid,258
pair,14
fills,27
napkin,29
contemporary,20
black,540
summary,23
honesty,10
behind,218
chewy,272
reading,209
checks,23
jr,12
killing,13
jo,15
tub,13
disappointment,159
cancel,20
offered,258
those,867
according,56
middle,174
sahara,14
same,1207
dated,39
munch,12
totally,300
drain,15
amazed,42
dipped,40
nice,2939
booming,42
gross,241
seconds,65
broken,41
island,35
wasn't,1539
strawberry,51
videos,13
girlfriend,124
szechaun,20
obsessed,21
students,44
daughters,25
starting,57
reluctant,12
sashimi,33
carefree,14
overdone,28
fall,51
stood,86
outgoing,10
operating,10
search,124
airport,41
narrow,11
gristle,27
gristly,13
brisk,11
town,776
none,202
def,74
compare,119
socal,12
purchased,21
macadamia,11
different,1071
blood,33
pau,13
coat,11
pleasure,39
dough,106
sodium,33
late,485
seeking,14
walls,131
stepped,30
crispness,11
everyone,553
idea,216
bistro,66
pathetic,18
pleasant,264
someday,13
twenty,18
paint,15
pains,15
mama,16
b,147
compliments,11
marinade,11
caesar,11
province,24
significant,15
kj,73
cramped,16
thomas,12
carefully,14
worthy,36
luke,15
cheaper,157
batter,150
individual,43
tender,558
tv's,10
alot,89
create,34
secret,65
priced,533
pricey,305
understand,325
prices,1963
fun,721
sriracha,39
cents,41
emphasize,10
moment,77
infused,16
spent,200
y,65
spend,183
hated,19
excited,204
hates,11
matters,21
duck,1121
gravy,144
per,225
pen,13
pei,172
nose,39
from,5859
beans,372
homemade,134
forward,181
bored,13
tastiest,12
spoonfuls,12
explaining,26
fishes,14
daikon,11
peanut,123
ambience,99
rainbow,32
putting,93
severely,17
staffs,11
unsatisfied,19
giving,280
napkins,60
nonexistent,13
drank,24
named,48
private,48
names,52
staple,59
themselves,115
oily,234
ashamed,12
harvest,13
praise,16
proportions,19
fran,13
bothered,42
bunch,151
la,202
lo,858
lv,83
struggled,18
red,718
yumminess,12
rudely,16
finest,18
taco,38
embarrassed,18
pots,101
comfortable,157
eight,40
enthusiastic,16
coloring,10
aforementioned,11
timing,17
areas,25
crabs,16
legit,76
instant,21
fulfilled,12
passing,29
comment,90
laugh,25
jjajangmyun,16
pouring,17
value,408
oranges,13
center,213
oops,16
latest,15
seats,72
bench,10
raved,30
works,111
esp,17
slight,62
hospitable,11
flaky,18
doesnt,29
buy,128
bus,28
but,16627
bun,60
bug,15
bud,10
partially,11
wise,74
wish,488
minutes,1448
ikitchen,10
cashew,225
baked,79
tonight's,11
pride,34
every,1330
enjoy,604
beaten,17
stared,14
hundreds,19
path,15
connoisseur,11
feelings,11
visible,18
ma,102
mm,10
mu,133
ms,10
mr,108
my,15191
end,522
charging,30
mess,132
demanding,12
mesa,88
tsing,12
enter,38
expectations,182
filling,363
goo,96
god,94
washed,20
got,3009
gow,36
inexpensive,229
already,365
sober,15
ceiling,56
serve,460
took,1190
western,60
brulee,25
boil,11
talking,166
oriented,11
coin,10
soupy,30
treats,23
flos,19
soups,302
flow,13
shellfish,15
countries,10
twice,451
farther,12
nut,26
capacity,14
confusion,16
boss,23
aquarium,14
improve,25
towels,10
beef,4672
cockroaches,10
been,4294
beer,151
wound,11
complex,66
several,614
yung,98
schezuan,30
greatest,57
sanitary,13
apart,62
gift,35
specific,35
ick,15
ice,293
christmas,95
corn,186
garnished,14
misleading,11
accommodate,43
cafeteria,25
rely,11
head,216
medium,90
hear,143
bargain,49
adore,15
terriyaki,14
nj,11
no,3738
nd,77
ne,13
ny,204
nw,18
n',20
varying,11
henderson,81
advantage,43
sloppy,17
customer's,10
substitute,57
pleased,170
evident,12
groups,95
thirty,15
pearls,10
cinnamon,19
surroundings,17
criteria,11
msg,283
chocolate,112
speaks,46
flavored,105
unbelievable,20
tipped,41
unbelievably,14
refund,81
conversations,19
ultimately,18
someplace,18
attracted,10
convention,21
hub,14
huh,18
require,14
r,40
dissapointed,31
and,64270
pro,18
any,1887
dining,917
emphasis,10
falls,17
visitors,16
considered,45
yelped,20
yelper,54
recipe,30
freakin',15
favor,64
freaking,59
regarding,19
pinnacle,12
cumin,71
porkchops,13
fails,18
region,21
color,107
sampling,23
mcdowell,16
hardly,98
paying,197
someone,395
booths,105
devoid,17
changing,25
except,234
pallet,14
buddies,10
pacific,17
provides,36
communicate,11
on,10800
ok,1333
oh,575
of,28209
oz,19
